"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","type","year"
"AGO","Angola","AGO.1_1","Bengo",630423.812533811,0.193630388170683,0.176892403896827,"mean",2020
"AGO","Angola","AGO.2_1","Benguela",1910804.06391013,0.0851771474970137,0.0756023928164718,"mean",2020
"AGO","Angola","AGO.3_1","Bié",1079362.39245036,0.351324583221821,0.265836274843485,"mean",2020
"AGO","Angola","AGO.4_1","Cabinda",1220604.83241992,0.289081191864257,0.227137953277702,"mean",2020
"AGO","Angola","AGO.5_1","Cuando Cubango",416756.049498595,0.209574094301688,0.332286035062368,"mean",2020
"AGO","Angola","AGO.6_1","Cuanza Norte",346566.948730189,0.302393090218518,0.281520988634522,"mean",2020
"AGO","Angola","AGO.7_1","Cuanza Sul",1872568.07023459,0.198330468411963,0.161219310138174,"mean",2020
"AGO","Angola","AGO.8_1","Cunene",1245089.56874862,0.0812773200986982,0.0640779949616443,"mean",2020
"AGO","Angola","AGO.9_1","Huambo",1679131.2224035,0.0466868452006771,0.0419393831369405,"mean",2020
"AGO","Angola","AGO.10_1","Huíla",3204264.21985912,0.0616631286980731,0.0460283959850663,"mean",2020
"AGO","Angola","AGO.11_1","Luanda",15241357.5096855,0.147069852868164,0.127596611326818,"mean",2020
"AGO","Angola","AGO.12_1","Lunda Norte",878206.845583051,0.234501764596217,0.236892986419091,"mean",2020
"AGO","Angola","AGO.13_1","Lunda Sul",516872.311698422,0.277417534241873,0.188199558834275,"mean",2020
"AGO","Angola","AGO.14_1","Malanje",946501.59828857,0.29842492251476,0.233746832686099,"mean",2020
"AGO","Angola","AGO.15_1","Moxico",1187598.14652974,0.243963100170267,0.26384017503728,"mean",2020
"AGO","Angola","AGO.16_1","Namibe",607222.417046309,0.0505919334650896,0.0413141068996925,"mean",2020
"AGO","Angola","AGO.17_1","Uíge",904249.437147379,0.369765802698916,0.327829073551155,"mean",2020
"AGO","Angola","AGO.18_1","Zaire",753546.245653603,0.284476790024954,0.279047742559004,"mean",2020
"BDI","Burundi","BDI.1_1","Bubanza",420145.683761597,0.068084785171474,0.0707004539088395,"mean",2020
"BDI","Burundi","BDI.2_1","Bujumbura Mairie",859432.817626953,0.040124398842454,0.0556091928376631,"mean",2020
"BDI","Burundi","BDI.3_1","Bujumbura Rural",807568.327159166,0.0416995345706671,0.0552878455314751,"mean",2020
"BDI","Burundi","BDI.4_1","Bururi",861433.549201965,0.0432414723974135,0.0587583547917989,"mean",2020
"BDI","Burundi","BDI.5_1","Cankuzo",330864.427017212,0.25502639920229,0.239790620887434,"mean",2020
"BDI","Burundi","BDI.6_1","Cibitoke",576816.31212616,0.093736902758893,0.100540440081767,"mean",2020
"BDI","Burundi","BDI.7_1","Gitega",911101.340492249,0.120133060051335,0.124128306318273,"mean",2020
"BDI","Burundi","BDI.8_1","Karuzi",540975.994850159,0.232432767967967,0.231424058547903,"mean",2020
"BDI","Burundi","BDI.9_1","Kayanza",844369.972763062,0.0918136542806259,0.0998014712316116,"mean",2020
"BDI","Burundi","BDI.10_1","Kirundo",847842.91530633,0.206356105208397,0.20535366068698,"mean",2020
"BDI","Burundi","BDI.11_1","Makamba",572689.993829489,0.111128401072299,0.143422720845335,"mean",2020
"BDI","Burundi","BDI.12_1","Muramvya",350438.489089966,0.0618961308031313,0.0685054949304851,"mean",2020
"BDI","Burundi","BDI.13_1","Muyinga",991327.835639954,0.232216913348589,0.208412012675325,"mean",2020
"BDI","Burundi","BDI.14_1","Mwaro",347101.864044189,0.041555826993365,0.0483672519013914,"mean",2020
"BDI","Burundi","BDI.15_1","Ngozi",828642.934295654,0.177009367990115,0.16146515275556,"mean",2020
"BDI","Burundi","BDI.16_1","Rutana",530022.941261292,0.172771744430065,0.175070227356218,"mean",2020
"BDI","Burundi","BDI.17_1","Ruyigi",597803.101558685,0.229184386220951,0.228645259557656,"mean",2020
"BEN","Benin","BEN.1_1","Alibori",1197983.46787262,0.344709603240292,0.339296462764918,"mean",2020
"BEN","Benin","BEN.2_1","Atakora",1035398.63365936,0.483811563524333,0.494118984324135,"mean",2020
"BEN","Benin","BEN.3_1","Atlantique",2058978.81917858,0.387993730604649,0.32059582672412,"mean",2020
"BEN","Benin","BEN.4_1","Borgou",1683825.45304012,0.434958394425327,0.390204637870569,"mean",2020
"BEN","Benin","BEN.5_1","Collines",860192.522418022,0.473146531747798,0.443500852132582,"mean",2020
"BEN","Benin","BEN.6_1","Donga",709088.468332291,0.555233861743374,0.483302668527365,"mean",2020
"BEN","Benin","BEN.7_1","Kouffo",918218.641283035,0.473748839419821,0.453124949171171,"mean",2020
"BEN","Benin","BEN.8_1","Littoral",417938.481445312,0.195123799145222,0.192451353492125,"mean",2020
"BEN","Benin","BEN.9_1","Mono",580919.921424866,0.415583177595525,0.392206921145904,"mean",2020
"BEN","Benin","BEN.10_1","Ouémé",1290955.405159,0.311395884065305,0.269129055524418,"mean",2020
"BEN","Benin","BEN.11_1","Plateau",793508.881062984,0.378839618348061,0.316341633539572,"mean",2020
"BEN","Benin","BEN.12_1","Zou",1071180.28944969,0.40271657631721,0.378264442600945,"mean",2020
"BFA","Burkina Faso","BFA.1_1","Boucle du Mouhoun",1917593.22289473,0.211156463583093,0.210240524547713,"mean",2020
"BFA","Burkina Faso","BFA.2_1","Cascades",1135196.98297286,0.250317276006186,0.221799278919242,"mean",2020
"BFA","Burkina Faso","BFA.7_1","Centre",4193918.02395058,0.114193629692583,0.0804464469580046,"mean",2020
"BFA","Burkina Faso","BFA.3_1","Centre-Est",1695088.53459144,0.162723906752734,0.134023384751334,"mean",2020
"BFA","Burkina Faso","BFA.4_1","Centre-Nord",1741130.25023937,0.180155424556548,0.175033765049743,"mean",2020
"BFA","Burkina Faso","BFA.5_1","Centre-Ouest",1709250.87162685,0.221129964403701,0.205569282734963,"mean",2020
"BFA","Burkina Faso","BFA.6_1","Centre-Sud",884817.221496403,0.130210803284643,0.120587109703008,"mean",2020
"BFA","Burkina Faso","BFA.8_1","Est",2029901.50039211,0.296480008878589,0.25795314197408,"mean",2020
"BFA","Burkina Faso","BFA.9_1","Haut-Bassins",2482419.46409488,0.198944716446283,0.177991309790053,"mean",2020
"BFA","Burkina Faso","BFA.10_1","Nord",1589882.22960258,0.138736426203873,0.139922053678584,"mean",2020
"BFA","Burkina Faso","BFA.11_1","Plateau-Central",949344.602345943,0.128453092136677,0.124880847786053,"mean",2020
"BFA","Burkina Faso","BFA.12_1","Sahel",1484485.04733276,0.177062531570617,0.181232218877694,"mean",2020
"BFA","Burkina Faso","BFA.13_1","Sud-Ouest",916531.495243073,0.418601416179337,0.398375208590407,"mean",2020
"BWA","Botswana","BWA.1_1","Central",682436.674943745,0.000402410523707835,0.000409917285022053,"mean",2020
"BWA","Botswana","BWA.2_1","Chobe",26796.5966437459,0.00114876086656619,0.00221042111925915,"mean",2020
"BWA","Botswana","BWA.3_1","Francistown",67886.322022438,0.000324486183671979,0.000380308067564209,"mean",2020
"BWA","Botswana","BWA.4_1","Gaborone",150662.59569931,0,0,"mean",2020
"BWA","Botswana","BWA.5_1","Ghanzi",56726.4264952315,7.54226883626305e-05,5.74793316170458e-05,"mean",2020
"BWA","Botswana","BWA.6_1","Jwaneng",980.13566493988,0,0,"mean",2020
"BWA","Botswana","BWA.7_1","Kgalagadi",57501.6220392978,0,0,"mean",2020
"BWA","Botswana","BWA.8_1","Kgatleng",119309.638449669,1.10540992078644e-05,5.62348467604633e-06,"mean",2020
"BWA","Botswana","BWA.9_1","Kweneng",394971.843288163,3.98523913363286e-07,1.92978416405871e-07,"mean",2020
"BWA","Botswana","BWA.10_1","Lobatse",32185.2454223633,0,0,"mean",2020
"BWA","Botswana","BWA.11_1","North-East",124433.035699248,0.000317726671189305,0.000803292552447022,"mean",2020
"BWA","Botswana","BWA.12_1","North-West",182169.114724144,0.000818969752379075,0.00193875713365776,"mean",2020
"BWA","Botswana","BWA.13_1","Selibe Phikwe",29624.6735782623,0.000877895683515817,0.00119352380467967,"mean",2020
"BWA","Botswana","BWA.14_1","South-East",215058.919792101,0,0,"mean",2020
"BWA","Botswana","BWA.15_1","Southern",240741.572489332,0,0,"mean",2020
"BWA","Botswana","BWA.16_1","Sowa",0,NA,NA,"mean",2020
"CAF","Central African Republic","CAF.1_1","Bamingui-Bangoran",59014.5862508565,0.232673164300513,0.188796088546928,"mean",2020
"CAF","Central African Republic","CAF.2_1","Bangui",596165.841135025,0.429097789525986,0.294939816367019,"mean",2020
"CAF","Central African Republic","CAF.3_1","Basse-Kotto",335079.078368902,0.52082925920303,0.512921759006576,"mean",2020
"CAF","Central African Republic","CAF.4_1","Haut-Mbomou",77132.2598760696,0.395947468666069,0.40806758735226,"mean",2020
"CAF","Central African Republic","CAF.5_1","Haute-Kotto",123893.27804902,0.304580779582174,0.308569326131087,"mean",2020
"CAF","Central African Republic","CAF.6_1","Kémo",161411.398205355,0.469531832508339,0.41213045725887,"mean",2020
"CAF","Central African Republic","CAF.7_1","Lobaye",338923.269004703,0.430187483081812,0.433270403489861,"mean",2020
"CAF","Central African Republic","CAF.8_1","Mambéré-Kadéï",492316.015446961,0.293409743072673,0.269839724472203,"mean",2020
"CAF","Central African Republic","CAF.9_1","Mbomou",218640.675797297,0.414923279165206,0.40298617944417,"mean",2020
"CAF","Central African Republic","CAF.10_1","Nana-Grébizi",161311.240777656,0.354895946473884,0.309910586225949,"mean",2020
"CAF","Central African Republic","CAF.11_1","Nana-Mambéré",320765.169564605,0.249291759521517,0.205176899619084,"mean",2020
"CAF","Central African Republic","CAF.12_1","Ombella-M'Poko",748283.626664937,0.380068349092201,0.409317319704519,"mean",2020
"CAF","Central African Republic","CAF.13_1","Ouaka",379872.712767869,0.464763188562689,0.451804265721181,"mean",2020
"CAF","Central African Republic","CAF.15_1","Ouham",503265.844790727,0.256246997249126,0.201044267624309,"mean",2020
"CAF","Central African Republic","CAF.14_1","Ouham-Pendé",587948.205141902,0.176591554455801,0.145261746052267,"mean",2020
"CAF","Central African Republic","CAF.16_1","Sangha-Mbaéré",141958.024292648,0.3324479498187,0.270980805518345,"mean",2020
"CAF","Central African Republic","CAF.17_1","Vakaga",71000.7414052002,0.148172762477349,0.135782076359369,"mean",2020
"CIV","Côte d'Ivoire","CIV.1_1","Abidjan",5436150.55575085,0.232179007834137,0.148083034917907,"mean",2020
"CIV","Côte d'Ivoire","CIV.2_1","Bas-Sassandra",2637842.54113507,0.34223633069175,0.328115475555921,"mean",2020
"CIV","Côte d'Ivoire","CIV.3_1","Comoé",1332591.86239225,0.387193723403393,0.33093195092143,"mean",2020
"CIV","Côte d'Ivoire","CIV.4_1","Denguélé",339064.679745674,0.227200875859184,0.205855143736345,"mean",2020
"CIV","Côte d'Ivoire","CIV.5_1","Gôh-Djiboua",1893759.45995092,0.358055705401471,0.349575221575259,"mean",2020
"CIV","Côte d'Ivoire","CIV.6_1","Lacs",1470226.67296842,0.51127621103679,0.48342250260127,"mean",2020
"CIV","Côte d'Ivoire","CIV.7_1","Lagunes",1592867.56412983,0.326751382464272,0.29556653384524,"mean",2020
"CIV","Côte d'Ivoire","CIV.8_1","Montagnes",2841965.37352306,0.355820065249134,0.32352104978626,"mean",2020
"CIV","Côte d'Ivoire","CIV.9_1","Sassandra-Marahoué",2765795.76184186,0.480547521110178,0.433982337715877,"mean",2020
"CIV","Côte d'Ivoire","CIV.10_1","Savanes",1977018.22337836,0.263532096477978,0.205787207727304,"mean",2020
"CIV","Côte d'Ivoire","CIV.11_1","Vallée du Bandama",1584975.60154164,0.6725217177773,0.676243583794975,"mean",2020
"CIV","Côte d'Ivoire","CIV.12_1","Woroba",1021181.78991795,0.483675758523526,0.515667691459833,"mean",2020
"CIV","Côte d'Ivoire","CIV.13_1","Yamoussoukro",405161.917465568,0.474033233123956,0.394638468136745,"mean",2020
"CIV","Côte d'Ivoire","CIV.14_1","Zanzan",1044722.94545803,0.386937849333679,0.335038292379122,"mean",2020
"CMR","Cameroon","CMR.1_1","Adamaoua",1463667.30392109,0.255276874362632,0.228935945148558,"mean",2020
"CMR","Cameroon","CMR.2_1","Centre",5802256.32784414,0.343740275935861,0.25363840944432,"mean",2020
"CMR","Cameroon","CMR.3_1","Est",1067758.10368913,0.386689458876205,0.334712898606486,"mean",2020
"CMR","Cameroon","CMR.4_1","Extrême-Nord",4586726.27017835,0.0822499440830646,0.0718782886909664,"mean",2020
"CMR","Cameroon","CMR.5_1","Littoral",4404958.46634877,0.288471783864054,0.21789123114201,"mean",2020
"CMR","Cameroon","CMR.7_1","Nord",3146378.3535651,0.191172297587612,0.140439994626824,"mean",2020
"CMR","Cameroon","CMR.6_1","Nord-Ouest",2353609.06122077,0.262313981195439,0.216289942134347,"mean",2020
"CMR","Cameroon","CMR.8_1","Ouest",2150541.51151375,0.240733151924025,0.20815178826224,"mean",2020
"CMR","Cameroon","CMR.10_1","Sud",976744.530883431,0.453987170339753,0.421581562170153,"mean",2020
"CMR","Cameroon","CMR.9_1","Sud-Ouest",1987840.30545152,0.312065744302124,0.2539961370437,"mean",2020
"COD","Democratic Republic of the Congo","COD.1_1","Bas-Uélé",1504147.71519624,0.556068072448483,0.532820915812045,"mean",2020
"COD","Democratic Republic of the Congo","COD.2_1","Équateur",2403361.6974444,0.347719943964102,0.293101754000924,"mean",2020
"COD","Democratic Republic of the Congo","COD.3_1","Haut-Katanga",10650248.6762778,0.356196227845084,0.221260161619094,"mean",2020
"COD","Democratic Republic of the Congo","COD.4_1","Haut-Lomami",7966491.07182675,0.387298079354657,0.333571277099241,"mean",2020
"COD","Democratic Republic of the Congo","COD.5_1","Haut-Uélé",2112455.91149318,0.537761089424558,0.46536005612808,"mean",2020
"COD","Democratic Republic of the Congo","COD.6_1","Ituri",6126072.25625855,0.367775017674765,0.349395311711241,"mean",2020
"COD","Democratic Republic of the Congo","COD.9_1","Kasaï",6289523.8754635,0.288513875192702,0.283843532520978,"mean",2020
"COD","Democratic Republic of the Congo","COD.7_1","Kasaï-Central",7223428.96672097,0.421492371805457,0.40955538373181,"mean",2020
"COD","Democratic Republic of the Congo","COD.8_1","Kasaï-Oriental",5690987.21604147,0.291560875748595,0.177927715693852,"mean",2020
"COD","Democratic Republic of the Congo","COD.10_1","Kinshasa",7797514.32673589,0.261233516331373,0.103195542422286,"mean",2020
"COD","Democratic Republic of the Congo","COD.11_1","Kongo-Central",3006921.571949,0.313998465087671,0.298967552455204,"mean",2020
"COD","Democratic Republic of the Congo","COD.12_1","Kwango",2344263.35754842,0.342181605090026,0.367511852428387,"mean",2020
"COD","Democratic Republic of the Congo","COD.13_1","Kwilu",4478208.1040704,0.325267849900189,0.301156382350013,"mean",2020
"COD","Democratic Republic of the Congo","COD.14_1","Lomami",4156480.71541649,0.379584093658572,0.427385391354835,"mean",2020
"COD","Democratic Republic of the Congo","COD.15_1","Lualaba",4029147.29477727,0.491419741218459,0.444604847018408,"mean",2020
"COD","Democratic Republic of the Congo","COD.16_1","Maï-Ndombe",1721819.89914561,0.315039951931772,0.24836523422951,"mean",2020
"COD","Democratic Republic of the Congo","COD.17_1","Maniema",3073233.61055857,0.298578319840102,0.253568428697864,"mean",2020
"COD","Democratic Republic of the Congo","COD.18_1","Mongala",2300029.63829777,0.371599476900265,0.343521731387235,"mean",2020
"COD","Democratic Republic of the Congo","COD.19_1","Nord-Kivu",9310629.71500723,0.24638803125925,0.115378209518517,"mean",2020
"COD","Democratic Republic of the Congo","COD.20_1","Nord-Ubangi",1560754.81902695,0.526511640120173,0.475784321838773,"mean",2020
"COD","Democratic Republic of the Congo","COD.21_1","Sankuru",206320.247060263,0.28829214471313,0.216555502377073,"mean",2020
"COD","Democratic Republic of the Congo","COD.22_1","Sud-Kivu",6134380.49285705,0.184221319729917,0.0904766167503435,"mean",2020
"COD","Democratic Republic of the Congo","COD.23_1","Sud-Ubangi",2992850.62279856,0.454927732612346,0.423795345344874,"mean",2020
"COD","Democratic Republic of the Congo","COD.24_1","Tanganyika",5545851.9944212,0.317223510324401,0.327978073438149,"mean",2020
"COD","Democratic Republic of the Congo","COD.25_1","Tshopo",3528209.96601249,0.56357366386041,0.509007607975473,"mean",2020
"COD","Democratic Republic of the Congo","COD.26_1","Tshuapa",1676531.45425821,0.630719555650313,0.643662571710884,"mean",2020
"COG","Republic of Congo","COG.1_1","Bouenza",265286.921427354,0.184276608401567,0.181051259279461,"mean",2020
"COG","Republic of Congo","COG.2_1","Brazzaville",649344.429830194,0.146894113719463,0.148666500028432,"mean",2020
"COG","Republic of Congo","COG.4_1","Cuvette",176851.77378444,0.287009937547062,0.281283013187827,"mean",2020
"COG","Republic of Congo","COG.3_1","Cuvette-Ouest",171690.600812018,0.354741919937593,0.32510124412217,"mean",2020
"COG","Republic of Congo","COG.5_1","Kouilou",369621.539762139,0.327305490969662,0.259441003174869,"mean",2020
"COG","Republic of Congo","COG.6_1","Lékoumou",161783.265579805,0.261701949811114,0.254755723097573,"mean",2020
"COG","Republic of Congo","COG.7_1","Likouala",1129785.12362382,0.470257266457741,0.436240128508875,"mean",2020
"COG","Republic of Congo","COG.8_1","Niari",157227.088704586,0.325683659805147,0.3157723000183,"mean",2020
"COG","Republic of Congo","COG.9_1","Plateaux",116815.806764167,0.197374925057264,0.197037679812521,"mean",2020
"COG","Republic of Congo","COG.10_1","Pointe Noire",101057.836547852,0.177219385902087,0.176052203894444,"mean",2020
"COG","Republic of Congo","COG.11_1","Pool",636506.722700639,0.200120171841155,0.2043060266248,"mean",2020
"COG","Republic of Congo","COG.12_1","Sangha",109784.948267668,0.457791830102603,0.437530548335206,"mean",2020
"CPV","Cape Verde","CPV.1_1","Boa Vista",16716.8362665176,0,0,"mean",2020
"CPV","Cape Verde","CPV.2_1","Brava",3214.36983108521,0,0,"mean",2020
"CPV","Cape Verde","CPV.3_1","Maio",5726.63105416298,0,0,"mean",2020
"CPV","Cape Verde","CPV.4_1","Mosteiros",4389.95810127258,0.000209275458473712,0.000204446669977749,"mean",2020
"CPV","Cape Verde","CPV.5_1","Paúl",5181.01037454605,0,0,"mean",2020
"CPV","Cape Verde","CPV.6_1","Porto Novo",7761.82334697247,0,0,"mean",2020
"CPV","Cape Verde","CPV.7_1","Praia",11775.2251091003,0.0016329960199073,0.00226919675373887,"mean",2020
"CPV","Cape Verde","CPV.8_1","Ribeira Brava",6727.67288899422,0.000265362679177391,0.000401408223735247,"mean",2020
"CPV","Cape Verde","CPV.9_1","Ribeira Grande",21822.286968708,0,0,"mean",2020
"CPV","Cape Verde","CPV.10_1","Ribeira Grande de Santiago",9630.81867408752,0.0005407531716628,0.000588921131360096,"mean",2020
"CPV","Cape Verde","CPV.11_1","Sal",19000.6089115143,0.000575400222442113,0.000560953009593355,"mean",2020
"CPV","Cape Verde","CPV.12_1","Santa Catarina",44236.537191391,0.000598087667943522,0.000527638980222482,"mean",2020
"CPV","Cape Verde","CPV.13_1","Santa Catarina do Fogo",19428.1656188965,6.16672283892209e-05,6.1947915692293e-05,"mean",2020
"CPV","Cape Verde","CPV.14_1","Santa Cruz",20747.5938949585,0,0,"mean",2020
"CPV","Cape Verde","CPV.15_1","São Domingos",13296.8699417114,0.000113840418634936,7.32179686810372e-05,"mean",2020
"CPV","Cape Verde","CPV.16_1","São Filipe",11310.2109193802,0.000392015876838871,0.000252780666343057,"mean",2020
"CPV","Cape Verde","CPV.17_1","São Lourenço dos Órgãos",130414.059467316,0,0,"mean",2020
"CPV","Cape Verde","CPV.18_1","São Miguel",6143.76155662537,0.000253358535701409,0.000206781569193571,"mean",2020
"CPV","Cape Verde","CPV.19_1","São Salvador do Mundo",15154.5807304382,0,0,"mean",2020
"CPV","Cape Verde","CPV.20_1","São Vicente",74313.849193573,0.000505293014005777,0.000914146383942603,"mean",2020
"CPV","Cape Verde","CPV.21_1","Tarrafal",38250.3457107544,0.00057704167556949,0.000300988648293996,"mean",2020
"CPV","Cape Verde","CPV.22_1","Tarrafal de São Nicolau",4231.78840351105,0,0,"mean",2020
"DJI","Djibouti","DJI.1_1","Ali Sabieh",130718.770709038,4.46722016685997e-05,9.07109063794754e-05,"mean",2020
"DJI","Djibouti","DJI.2_1","Dikhil",138112.937571883,0.00150715535626002,0.00098799418330162,"mean",2020
"DJI","Djibouti","DJI.3_1","Djibouti",528999.315176964,0.000607110439579414,0.00368592396168113,"mean",2020
"DJI","Djibouti","DJI.4_1","Obock",63309.7117214203,0.00017342266242239,0.000589278063897724,"mean",2020
"DJI","Djibouti","DJI.5_1","Tadjourah",159070.5014292,0.000422288083115429,0.000419092955223848,"mean",2020
"ERI","Eritrea","ERI.1_1","Anseba",623219.171703339,1.85882467098455e-05,5.03397365268361e-06,"mean",2020
"ERI","Eritrea","ERI.2_1","Debub",1099166.36945176,0.00404602761348872,0.0052649880795577,"mean",2020
"ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri",108017.713330586,0.00124954928246365,0.00170247960659022,"mean",2020
"ERI","Eritrea","ERI.4_1","Gash Barka",900512.112167597,0.00380644171182603,0.00411906306747614,"mean",2020
"ERI","Eritrea","ERI.5_1","Maekel",918911.637181282,0.000408386017829086,0.000142880605388543,"mean",2020
"ERI","Eritrea","ERI.6_1","Semenawi Keyih Bahri",517135.982921362,0.00747846132572212,0.00511313078493553,"mean",2020
"ETH","Ethiopia","ETH.1_1","Addis Abeba",3586099.36014557,0.00111466206336835,0.000787914237438337,"mean",2020
"ETH","Ethiopia","ETH.2_1","Afar",1850140.1257192,0.00832428931610793,0.0136929900769025,"mean",2020
"ETH","Ethiopia","ETH.3_1","Amhara",22315158.4290172,0.0129712556492778,0.00888560917702036,"mean",2020
"ETH","Ethiopia","ETH.4_1","Benshangul-Gumaz",1158240.24917173,0.0334454034913284,0.0345669756559172,"mean",2020
"ETH","Ethiopia","ETH.5_1","Dire Dawa",478202.027774811,0.0126547854753198,0.0167657883666439,"mean",2020
"ETH","Ethiopia","ETH.6_1","Gambela Peoples",571194.477861434,0.0412172379010815,0.0416227109080449,"mean",2020
"ETH","Ethiopia","ETH.7_1","Harari People",250121.494064331,0.0320007944203954,0.0225085451611723,"mean",2020
"ETH","Ethiopia","ETH.8_1","Oromia",39725158.446756,0.0206984484677962,0.0177458932392953,"mean",2020
"ETH","Ethiopia","ETH.9_1","Somali",6251260.30334234,0.0289151441286093,0.0259556991063181,"mean",2020
"ETH","Ethiopia","ETH.10_1","Southern Nations, Nationalities and Peoples",21618708.2292939,0.0459891674864974,0.0303824058775236,"mean",2020
"ETH","Ethiopia","ETH.11_1","Tigray",5965209.88973522,0.0189730266695426,0.00951446799880344,"mean",2020
"GAB","Gabon","GAB.1_1","Estuaire",1059535.39715238,0.367587569916761,0.309508229209821,"mean",2020
"GAB","Gabon","GAB.2_1","Haut-Ogooué",808008.175807536,0.1926973007562,0.176407650640001,"mean",2020
"GAB","Gabon","GAB.3_1","Moyen-Ogooué",109178.838597067,0.335095226980377,0.35402542669163,"mean",2020
"GAB","Gabon","GAB.4_1","Ngounié",151318.671373874,0.30459324171341,0.297645819419591,"mean",2020
"GAB","Gabon","GAB.5_1","Nyanga",70385.9020173531,0.253823594126744,0.247341310116703,"mean",2020
"GAB","Gabon","GAB.6_1","Ogooué-Ivindo",97184.010961026,0.333199359104957,0.327265684163046,"mean",2020
"GAB","Gabon","GAB.7_1","Ogooué-Lolo",123678.580326498,0.258275902405238,0.250047304973958,"mean",2020
"GAB","Gabon","GAB.8_1","Ogooué-Maritime",168629.840906576,0.300950210157076,0.279252314669853,"mean",2020
"GAB","Gabon","GAB.9_1","Wouleu-Ntem",326773.991745725,0.426876769988615,0.427276658985879,"mean",2020
"GHA","Ghana","GHA.1_1","Ashanti",6836087.50836599,0.229458576675495,0.143424040337167,"mean",2020
"GHA","Ghana","GHA.2_1","Brong Ahafo",2881003.04660697,0.242466787156169,0.228758991509361,"mean",2020
"GHA","Ghana","GHA.3_1","Central",2935003.50962257,0.244064840752116,0.190430763046385,"mean",2020
"GHA","Ghana","GHA.4_1","Eastern",3354372.34451354,0.269357769375609,0.254182443414619,"mean",2020
"GHA","Ghana","GHA.5_1","Greater Accra",5230832.46291018,0.124427008987745,0.0756094601514723,"mean",2020
"GHA","Ghana","GHA.6_1","Northern",3435256.28688613,0.229158176508577,0.221904283959426,"mean",2020
"GHA","Ghana","GHA.7_1","Upper East",1158588.30262715,0.111279067734468,0.106923508239105,"mean",2020
"GHA","Ghana","GHA.8_1","Upper West",845500.159719944,0.195254029953227,0.199522235128485,"mean",2020
"GHA","Ghana","GHA.9_1","Volta",2771222.16870674,0.269144125982239,0.254030595561272,"mean",2020
"GHA","Ghana","GHA.10_1","Western",2880456.56915998,0.369481941042565,0.289521582343811,"mean",2020
"GIN","Guinea","GIN.1_1","Boké",1185493.58073589,0.150164942527356,0.146517633510319,"mean",2020
"GIN","Guinea","GIN.2_1","Conakry",1669485.484447,0.168276616372168,0.13184947157485,"mean",2020
"GIN","Guinea","GIN.3_1","Faranah",1087046.42024875,0.267585119583021,0.260763844404455,"mean",2020
"GIN","Guinea","GIN.4_1","Kankan",2508928.29233491,0.241495297392163,0.192475282515242,"mean",2020
